prenom,nom,age,genre,filiere,annee_etude,bac_serie,mention_bac,boursier,taux_presence,nb_absences,heures_travail_sem,participation_cours,nb_devoirs_rendus,note_partiel_mi,utilisation_biblio,groupe_etude,ressources_ligne,job_etudiant,heures_job_sem,distance_univ,transport,soutien_famille,stress_percu,sante_percue,sport_regulier,espace_travail,note_finale,mention
Seyed,Le page,21,M,Informatique,L1,Général,0,0,85.7,1,14,4,6,11.69,4,1,0,0,0,4.8,Vélo/Marche,3,7,7,1,1,10.93,Moyen
Mariamari,Ayedi,22,F,Lettres,M1,Technologique,1,1,51.1,6,5,0,8,12.33,3,0,1,0,0,19.5,Transport en commun,4,5,7,1,0,5.5,Faible
Simeon,Laclau,22,M,Sciences,L3,Professionnel,4,0,79.0,3,10,5,4,1.47,1,1,1,0,0,12.5,Transport en commun,5,4,9,1,1,6.51,Faible
Thomas,Cherigui,21,M,Sciences,L3,Professionnel,4,1,92.2,3,15,1,12,12.71,1,1,1,0,0,19.4,Transport en commun,5,9,7,0,0,14.43,Bon
Hirche Luca,Redombo-Agnorogoule,22,M,Mathematiques,L2,Technologique,1,1,63.8,4,17,0,5,13.62,1,1,0,1,16,20.9,Voiture,4,9,6,1,1,9.73,Moyen
Kouaho,Azerguerras,19,M,Sciences,L1,Général,4,0,82.2,2,15,2,4,16.32,5,1,0,0,0,0.5,Vélo/Marche,2,5,6,1,0,16.45,Excellent
Thomas,Ghedhoui,21,M,Informatique,L1,Technologique,2,0,55.7,6,10,1,7,6.1,4,1,0,0,0,1.0,Vélo/Marche,5,6,3,1,1,5.34,Faible
Belicia,Dupont,22,M,Informatique,L3,Général,1,0,80.2,2,8,1,12,6.93,4,1,1,0,0,13.7,Transport en commun,4,4,8,0,1,7.64,Faible
Anas,Wu,20,M,Psychologie,L2,Général,2,1,76.1,3,6,2,8,11.6,3,0,0,0,0,3.8,Vélo/Marche,3,2,7,1,1,11.17,Moyen
Railey,Rakotonjanahary,25,M,Sciences,M2,Général,2,1,84.6,5,19,2,8,8.09,2,1,1,0,0,18.0,Transport en commun,3,8,7,0,0,8.32,Moyen
Daro,Abbes,22,F,Informatique,L2,Général,4,0,83.6,3,12,3,10,6.28,1,0,0,0,0,14.5,Transport en commun,3,4,6,0,1,9.14,Moyen
Hadja,Kouleta,21,F,Mathematiques,L1,Technologique,1,1,52.3,6,12,1,9,9.23,1,1,0,0,0,15.9,Transport en commun,4,8,7,1,1,6.4,Faible
Catherine,Sagnon,23,F,Mathematiques,L3,Général,2,0,76.2,2,17,3,12,9.43,0,0,0,1,8,6.5,Transport en commun,2,7,4,1,1,12.76,Bon
Esther,Giraud,19,F,Mathematiques,L1,Général,0,1,97.2,0,14,5,8,6.94,2,0,1,0,0,18.4,Transport en commun,0,6,7,1,1,11.37,Moyen
Anny,Agbagno,22,F,Mathematiques,L2,Professionnel,0,0,39.0,7,10,2,8,6.92,4,0,1,0,0,31.8,Voiture,1,5,6,0,1,1.12,Faible
Olafemi,Dupont,21,M,Informatique,L3,Général,0,0,89.5,1,15,3,12,10.34,5,1,1,1,20,112.5,Logement sur place,3,7,7,0,1,9.91,Moyen
Audrey,Crespo,25,F,Gestion,M2,Général,4,1,99.6,1,8,5,9,5.3,1,0,1,0,0,32.8,Voiture,2,3,5,1,1,15.09,Excellent
Dania,Toubol,22,F,Sciences,M1,Professionnel,3,0,50.2,5,3,1,10,5.23,2,1,0,1,8,14.7,Transport en commun,4,8,8,0,1,3.84,Faible
Souha,Belatar,21,F,Sciences,L3,Général,3,0,63.3,5,18,2,8,11.07,2,1,1,0,0,3.9,Vélo/Marche,1,6,7,1,1,13.55,Bon
Koulbou,Fall,23,M,Sciences,L3,Général,2,0,82.3,5,8,4,3,16.52,2,0,1,1,8,20.6,Voiture,5,9,4,1,1,12.84,Bon
Abdou,Ovono etoubembe,25,M,Informatique,M2,Général,1,0,59.8,4,9,5,11,13.59,2,1,1,1,12,50.0,Logement sur place,4,5,9,1,1,13.13,Bon
Thomas,Djokpo,21,M,Droit,L1,Général,1,0,95.8,0,10,3,12,15.45,1,0,0,1,16,4.3,Vélo/Marche,5,6,6,0,1,13.04,Bon
Abdoul,Tobada,21,M,Psychologie,L1,Technologique,1,1,90.9,1,8,1,12,3.94,4,1,1,1,8,5.3,Transport en commun,4,6,6,1,1,6.54,Faible
Rawaa,Traye Balezin,20,F,Psychologie,L1,Général,1,0,51.8,6,17,4,8,5.45,3,1,0,0,0,2.9,Vélo/Marche,1,7,8,0,0,4.48,Faible
Dourra,Dagou,21,F,Psychologie,L1,Général,3,0,62.1,5,13,1,9,10.84,3,0,0,1,12,24.0,Voiture,3,9,9,0,1,9.98,Moyen
Mahamat,Sy,23,M,Droit,L3,Général,2,1,86.3,2,9,2,10,13.98,1,1,0,0,0,9.4,Transport en commun,1,5,6,0,1,10.25,Moyen
Jessica,Martinez,23,F,Lettres,L3,Général,0,0,85.7,2,5,2,10,13.22,0,1,0,1,12,1.2,Vélo/Marche,5,5,7,0,1,9.53,Moyen
Louange,Irakoze,21,F,Mathematiques,L3,Professionnel,0,0,100.0,0,13,2,11,5.69,1,1,1,0,0,37.4,Voiture,2,5,8,1,0,10.96,Moyen
Hafizou,Osmas,21,M,Sciences,L1,Général,0,1,59.9,4,0,4,10,15.12,3,1,1,1,30,14.7,Transport en commun,3,0,9,1,1,10.16,Moyen
Mbayame,Senin,21,M,Sciences,L3,Général,2,1,97.3,2,12,4,8,10.49,4,1,1,1,20,7.2,Transport en commun,4,4,7,1,1,13.9,Bon
Omar,Zouaoui,20,M,Sciences,L2,Général,4,1,59.4,4,18,3,9,13.76,1,0,0,1,8,7.6,Transport en commun,5,4,8,0,1,12.25,Bon
Salim,Laclau,21,M,Lettres,L3,Technologique,2,1,82.0,3,11,0,11,8.5,3,0,0,0,0,6.2,Transport en commun,4,10,5,1,0,6.64,Faible
Jey,Manantsoa,21,M,Informatique,L3,Professionnel,3,0,88.3,1,17,3,12,4.93,2,0,1,1,25,10.9,Transport en commun,4,6,4,1,1,11.97,Moyen
Jonathan,Pham Huu,21,M,Gestion,L2,Général,2,1,26.1,7,5,3,8,14.01,1,1,1,0,0,7.4,Transport en commun,3,7,8,1,1,8.23,Moyen
Koussaila,Djokpo,21,M,Droit,L1,Général,1,0,88.6,1,21,2,10,12.58,3,0,0,0,0,14.3,Transport en commun,3,2,5,1,0,12.06,Bon
Abdoul,Crespo,19,M,Lettres,L1,Général,0,1,96.2,0,16,5,8,6.07,3,1,1,1,25,26.7,Voiture,1,5,5,0,1,9.47,Moyen
Wahiba,Tobada,24,F,Lettres,M1,Technologique,3,0,91.5,1,13,4,10,8.26,1,0,0,1,20,20.2,Voiture,4,8,8,1,1,10.94,Moyen
Emmanuel,Martins,23,M,Mathematiques,M2,Général,3,1,100.0,1,8,3,11,13.41,1,0,1,1,12,6.3,Transport en commun,3,10,7,0,1,16.63,Excellent
Manon,Haddad,22,F,Gestion,L3,Technologique,1,1,89.4,1,7,0,8,11.58,2,0,0,1,30,13.5,Transport en commun,0,4,7,1,1,8.71,Moyen
CédricThomas,Coly,19,M,Droit,L1,Général,2,1,65.4,4,11,3,4,12.71,0,1,0,0,0,33.0,Voiture,5,2,4,1,1,9.77,Moyen
Dourra,Ursini,22,F,Sciences,L2,Technologique,2,0,93.8,2,17,4,12,8.81,4,1,0,1,8,1.3,Vélo/Marche,3,4,5,1,0,13.83,Bon
Seyed,Chan,23,M,Psychologie,L3,Général,2,0,64.5,5,4,2,9,16.21,2,0,0,0,0,1.5,Vélo/Marche,4,4,10,1,1,13.58,Bon
Louis,Jday,23,M,Gestion,M1,Général,4,1,75.3,3,11,4,8,10.38,0,1,0,0,0,14.6,Transport en commun,4,4,6,1,1,13.22,Bon
Aimee Veronica,Keita,21,F,Sciences,L1,Général,2,1,87.3,1,15,2,8,1.8,0,0,1,0,0,18.3,Transport en commun,4,7,6,0,0,5.78,Faible
Abigail,Nait mohamed,21,F,Mathematiques,L1,Général,2,0,81.2,4,16,3,10,11.21,5,1,0,1,8,4.3,Vélo/Marche,1,6,7,1,1,11.7,Moyen
Hadja,Bertolini,21,F,Sciences,L3,Professionnel,0,1,95.6,1,15,3,7,13.1,3,0,0,0,0,24.6,Voiture,2,3,5,1,1,10.99,Moyen
Emmanuel,Koyakosso esso,22,M,Gestion,L2,Technologique,0,1,100.0,0,4,3,8,11.93,3,0,0,0,0,18.7,Transport en commun,4,9,9,0,1,9.13,Moyen
CédricThomas,Ayachi,19,M,Gestion,L1,Technologique,1,0,55.8,5,17,4,6,9.18,0,1,1,1,16,46.2,Voiture,4,10,7,0,1,5.72,Faible
Delicia,Megbenou,20,F,Sciences,L1,Général,0,1,68.7,4,11,2,7,3.38,4,1,1,0,0,3.3,Vélo/Marche,3,2,6,0,1,5.64,Faible
Anny,Zebriquane,22,F,Droit,L2,Général,3,0,79.1,5,6,2,11,8.33,1,0,1,1,16,25.1,Voiture,3,8,9,0,1,6.91,Faible
Clarissia,Kape amani,22,F,Informatique,M1,Technologique,2,0,66.6,3,11,3,6,8.69,2,0,1,1,30,1.6,Vélo/Marche,2,5,8,1,1,8.53,Moyen
Audrey,Mouissi amoussou,25,F,Psychologie,M2,Général,1,0,72.8,4,1,1,12,8.3,5,1,0,0,0,15.0,Transport en commun,5,3,10,0,1,6.98,Faible
Eric,Sall,21,M,Mathematiques,L3,Général,3,1,86.4,3,14,2,6,13.13,0,1,0,1,8,14.4,Transport en commun,2,2,6,1,1,13.65,Bon
Manon,Baouya,21,F,Gestion,L2,Général,1,1,84.3,3,10,0,9,9.53,2,1,1,0,0,8.8,Transport en commun,2,5,10,1,1,8.43,Moyen
Yowan,Cabrera belmar,19,M,Informatique,L1,Général,1,0,78.0,3,5,1,10,16.05,0,1,1,1,20,33.5,Voiture,4,4,8,0,0,11.2,Moyen
Francois,Hachem majdalani,22,M,Mathematiques,L2,Général,1,1,76.4,3,10,3,11,9.94,2,1,1,0,0,0.5,Vélo/Marche,2,6,10,1,0,10.51,Moyen
Cheikh,Garcia,20,M,Lettres,L2,Général,1,1,70.4,4,7,3,11,15.42,1,0,1,0,0,13.2,Transport en commun,5,10,9,0,0,10.34,Moyen
Dania,Hounhuedo,23,F,Informatique,L3,Général,1,1,96.5,1,8,1,9,11.61,4,0,1,1,16,4.4,Vélo/Marche,0,4,6,1,1,7.48,Faible
Ousmane,Rakotonjanahary,21,M,Gestion,L2,Professionnel,2,0,100.0,1,0,1,9,11.8,1,0,1,0,0,24.5,Voiture,0,2,5,0,1,10.56,Moyen
Mahamat,Paucarima,19,M,Droit,L1,Général,2,1,90.3,2,3,1,10,8.21,2,0,0,1,20,0.8,Vélo/Marche,3,5,4,0,1,7.7,Faible
Jessica,Piquer,21,F,Informatique,L1,Général,4,0,55.6,5,10,2,10,5.67,4,1,0,0,0,32.1,Voiture,3,8,3,0,1,5.51,Faible
Ousmane,Baouya,22,M,Psychologie,L2,Général,0,0,69.8,4,9,1,8,10.52,5,1,1,0,0,32.8,Voiture,2,5,6,0,0,5.5,Faible
Dourra,Tobada,21,F,Gestion,L1,Technologique,1,0,77.2,3,16,2,10,17.21,2,0,0,1,20,32.2,Voiture,3,7,9,1,1,12.53,Bon
Mohamed,Pham Huu,19,M,Sciences,L1,Général,0,0,58.9,4,8,3,9,9.06,2,0,1,0,0,3.0,Vélo/Marche,3,6,6,0,1,3.11,Faible
Hadja,Gakosso,23,F,Mathematiques,M2,Général,2,1,75.3,3,8,3,7,8.45,0,1,1,0,0,17.9,Transport en commun,4,6,6,1,1,10.08,Moyen
Caroline,Chan,20,F,Informatique,L2,Général,0,0,74.4,3,9,2,8,10.15,0,1,1,1,25,0.5,Vélo/Marche,0,9,8,0,1,5.38,Faible
Hirche Luca,Alasabi,21,M,Informatique,L2,Général,3,1,91.3,4,10,3,10,17.52,2,0,0,1,16,33.9,Voiture,5,3,5,1,1,16.0,Excellent
Augustin,Gaye,24,M,Informatique,M1,Général,2,0,66.0,3,11,4,7,13.79,0,1,1,0,0,23.1,Voiture,3,3,10,1,1,11.73,Moyen
Mathieu,Pham Huu,25,M,Informatique,M2,Technologique,2,0,92.6,2,9,2,12,15.41,1,0,1,1,12,13.6,Transport en commun,2,4,6,1,1,16.37,Excellent
Hugo,El alaoui es sousy,22,M,Sciences,L3,Technologique,2,1,58.7,5,14,2,8,3.27,0,1,1,1,20,23.6,Voiture,0,6,8,0,1,2.78,Faible
Jessica,Krim,23,F,Droit,M1,Général,1,1,60.9,7,23,3,3,7.67,2,1,0,0,0,1.8,Vélo/Marche,3,6,6,1,1,6.87,Faible
Emmanuel,Tobada,20,M,Psychologie,L2,Général,1,0,67.9,4,7,2,10,7.8,1,0,0,1,20,13.5,Transport en commun,2,7,7,0,1,6.82,Faible
Awa,Elcadhi,20,F,Sciences,L2,Professionnel,1,0,74.8,5,13,3,2,15.12,0,0,1,0,0,6.2,Transport en commun,2,5,9,0,1,9.08,Moyen
Balla,Jday,20,M,Informatique,L2,Général,2,0,35.3,7,11,4,6,13.31,1,1,0,1,25,64.8,Logement sur place,2,5,7,1,1,8.29,Moyen
Dania,Dede,21,F,Mathematiques,L3,Technologique,1,0,81.3,2,16,2,12,14.81,2,0,1,1,30,35.0,Voiture,4,6,9,1,1,13.64,Bon
Mondesire,Goursolle,21,F,Mathematiques,L3,Général,0,1,100.0,1,12,3,12,3.67,2,0,1,1,16,23.8,Voiture,3,9,5,1,1,4.49,Faible
Vavo,Alabdullah alomar,20,F,Mathematiques,L2,Professionnel,4,1,84.4,2,7,3,11,15.02,2,1,0,1,8,48.9,Voiture,1,3,4,1,1,14.13,Bon
Francis,Adam,20,M,Lettres,L1,Technologique,0,0,70.6,5,5,0,6,13.31,3,0,1,0,0,7.7,Transport en commun,3,3,4,1,0,6.89,Faible
Ousmane,Monasse,22,M,Lettres,L3,Professionnel,3,1,56.6,7,14,1,9,7.29,0,0,0,0,0,41.6,Voiture,4,6,9,1,1,8.43,Moyen
Hirche Luca,Redombo-Agnorogoule,20,M,Gestion,L1,Technologique,3,1,45.0,6,6,4,12,10.05,0,1,1,0,0,7.1,Transport en commun,1,10,8,1,1,7.59,Faible
Evadnee,Mouissi amoussou,23,F,Gestion,L3,Général,1,0,47.7,6,17,5,11,7.4,0,0,0,0,0,23.8,Voiture,4,3,6,0,1,10.6,Moyen
Khady,Khelouat,23,F,Psychologie,L3,Professionnel,1,0,71.9,4,14,4,12,10.43,2,0,0,1,25,24.0,Voiture,3,5,7,1,0,10.11,Moyen
Eva,Pham Huu,21,F,Psychologie,L3,Général,1,1,100.0,0,11,4,12,12.51,3,1,0,1,16,0.5,Vélo/Marche,5,4,9,0,1,14.96,Bon
Mikael,Roumagnac,23,M,Mathematiques,M1,Général,2,0,30.5,9,4,2,11,16.14,0,0,1,0,0,8.1,Transport en commun,1,6,6,0,1,8.83,Moyen
Kenza,Azerguerras,24,F,Droit,M1,Technologique,2,0,85.2,3,14,2,6,7.23,2,1,0,0,0,0.5,Vélo/Marche,5,1,4,1,1,8.06,Moyen
Belicia,Ganda-Te-Grembombo,22,F,Droit,L2,Technologique,3,0,63.2,5,19,2,10,9.02,2,1,0,1,30,105.1,Logement sur place,3,3,4,0,0,9.6,Moyen
Nehuan,Nait mohamed,22,M,Mathematiques,L3,Professionnel,4,0,68.6,3,9,0,8,6.61,5,1,1,0,0,2.3,Vélo/Marche,3,8,5,0,1,8.11,Moyen
Salim,Attias,23,M,Gestion,L3,Général,2,1,59.0,4,7,4,6,13.71,3,0,0,0,0,14.1,Transport en commun,3,6,7,0,0,9.27,Moyen
Sara,Coly,21,F,Lettres,L1,Technologique,1,0,52.1,7,11,5,11,4.81,2,0,1,1,20,28.1,Voiture,0,4,5,1,1,4.94,Faible
Coomi,Andriamampianina,20,F,Droit,L1,Technologique,1,0,76.0,2,13,4,12,11.47,2,1,1,0,0,4.0,Vélo/Marche,5,5,9,1,1,10.18,Moyen
Aimee Veronica,Gaye,21,F,Psychologie,L1,Général,3,1,78.2,2,8,3,9,6.14,5,1,1,1,12,11.9,Transport en commun,3,5,5,0,1,9.12,Moyen
Cheikh,Ekoga bideng,21,M,Informatique,L2,Général,1,1,84.7,2,15,2,10,10.97,5,1,0,0,0,16.8,Transport en commun,1,7,6,0,0,9.82,Moyen
Souha,Yassir,23,F,Gestion,L3,Général,0,1,47.0,7,21,1,4,15.19,2,1,0,1,16,3.1,Vélo/Marche,0,1,4,0,1,5.44,Faible
Hugo,Grosdoy,23,M,Lettres,M1,Général,2,0,88.0,3,13,2,12,8.86,2,0,1,1,16,27.1,Voiture,1,3,6,1,0,10.76,Moyen
Marie Paul,Dusabe,21,M,Lettres,L1,Professionnel,2,0,88.3,1,9,3,11,11.64,2,0,1,0,0,6.4,Transport en commun,3,3,7,1,0,11.13,Moyen
Omar,Barry,21,M,Informatique,L1,Général,4,0,80.8,3,13,2,10,7.41,1,1,0,0,0,4.3,Vélo/Marche,3,7,9,1,1,11.06,Moyen
Tova,Mbengue,24,F,Psychologie,M2,Technologique,2,0,67.3,5,17,5,6,10.37,2,1,1,0,0,14.7,Transport en commun,3,5,7,0,1,10.95,Moyen
Rawaa,Sy,21,F,Sciences,L1,Professionnel,0,1,78.9,2,12,4,5,4.88,1,0,1,0,0,9.5,Transport en commun,2,9,8,1,1,3.1,Faible
Manon,Goursolle,21,F,Psychologie,L2,Général,4,0,71.4,3,13,1,12,13.49,4,1,0,0,0,45.5,Voiture,3,7,9,1,1,11.96,Moyen
Japhet,Coly,22,M,Psychologie,L3,Technologique,1,0,89.5,1,15,1,7,9.22,2,0,1,1,12,38.2,Voiture,3,5,8,0,1,10.11,Moyen
Dania,Gbizie,22,F,Sciences,L2,Général,1,0,68.1,4,7,3,9,10.01,3,0,0,1,20,11.9,Transport en commun,0,5,5,0,0,5.38,Faible
Francois,Alabdullah alomar,19,M,Gestion,L1,Technologique,2,0,75.7,2,13,2,7,11.06,2,0,1,1,12,8.0,Transport en commun,2,8,8,0,1,9.2,Moyen
Esther,Djema,21,F,Sciences,L1,Général,0,1,46.2,8,4,4,3,3.33,3,1,1,0,0,7.1,Transport en commun,1,9,9,1,0,0.0,Faible
Hugo,Kouleta,19,M,Informatique,L1,Professionnel,2,0,78.9,3,8,3,10,8.17,1,1,0,1,12,5.6,Transport en commun,5,5,6,1,1,7.18,Faible
Abdou,Intwari,21,M,Sciences,L3,Général,1,0,62.0,5,17,1,11,11.31,2,1,1,0,0,14.2,Transport en commun,4,3,8,1,1,10.25,Moyen
Salim,Intwari,22,M,Informatique,L2,Général,2,0,82.2,3,15,2,5,10.19,2,1,1,1,25,29.4,Voiture,5,1,8,1,0,10.83,Moyen
Georges,Dupont,19,M,Sciences,L1,Technologique,1,0,86.6,2,10,2,12,19.07,1,0,1,1,25,6.7,Transport en commun,2,1,6,1,1,16.92,Excellent
Kenza,Ayedi,22,F,Mathematiques,L3,Général,3,0,64.2,4,20,4,8,15.58,4,1,0,1,20,3.8,Vélo/Marche,4,7,8,1,0,13.25,Bon
Bintou,Monasse,23,F,Informatique,M1,Général,3,1,74.5,3,4,0,6,11.33,0,1,1,1,20,11.6,Transport en commun,3,6,6,0,0,9.2,Moyen
Jey,Ursini,19,M,Informatique,L1,Général,1,0,76.8,5,10,4,6,6.91,2,1,1,0,0,1.3,Vélo/Marche,3,4,8,1,0,7.68,Faible
Manal,Billel koussaila,21,F,Informatique,L2,Technologique,1,1,79.9,4,12,3,11,8.92,0,1,0,0,0,21.7,Voiture,2,8,6,1,0,7.24,Faible
Francis,El alaoui es sousy,23,M,Sciences,L3,Général,1,1,86.6,2,0,3,4,13.3,4,0,0,1,20,13.1,Transport en commun,4,5,7,1,1,7.69,Faible
Aimee Veronica,Lehie-Bi,20,F,Sciences,L1,Général,1,1,84.5,2,10,0,6,11.09,1,1,1,0,0,12.3,Transport en commun,5,4,8,0,1,10.91,Moyen
Tova,Zebriquane,20,F,Lettres,L2,Général,3,1,67.9,5,5,3,10,15.65,2,0,1,0,0,6.4,Transport en commun,2,8,3,0,1,12.37,Bon
Blanche,Belatar,23,F,Informatique,L3,Général,2,0,99.6,1,5,3,10,11.06,0,0,0,1,12,42.3,Voiture,2,8,8,0,1,9.83,Moyen
Nehuan,El abi,23,M,Informatique,M1,Général,1,0,86.0,1,10,3,6,11.24,1,0,1,1,8,1.7,Vélo/Marche,4,5,8,0,1,10.75,Moyen
Marie,Crespo,24,F,Informatique,M1,Général,1,0,96.5,1,2,4,12,16.97,4,0,1,0,0,36.7,Voiture,5,7,6,0,1,12.5,Bon
Catherine,Barry,21,F,Informatique,L3,Général,0,1,79.5,3,7,3,6,6.63,0,0,0,0,0,8.5,Transport en commun,4,7,7,1,1,5.21,Faible
Salim,Sangwe,22,M,Droit,L3,Général,2,1,80.5,2,2,4,8,17.39,2,0,0,0,0,38.3,Voiture,2,10,5,1,1,11.45,Moyen
Boussad,Essabe mbome oye,22,M,Mathematiques,L2,Général,1,1,72.1,5,12,2,8,13.72,1,0,1,1,12,23.5,Voiture,3,5,5,1,1,11.04,Moyen
Esther,Lakhal,23,F,Gestion,L3,Technologique,4,0,66.9,8,12,4,8,20.0,1,0,1,0,0,2.0,Vélo/Marche,3,3,7,1,1,17.24,Excellent
Marie,Cabrera belmar,21,F,Informatique,L2,Général,3,1,89.6,2,9,1,9,8.13,2,0,1,1,20,32.1,Voiture,4,7,10,1,1,8.95,Moyen
Mondesire,Agbagno,21,F,Mathematiques,L1,Général,1,0,78.2,3,16,4,8,16.99,2,1,0,1,12,20.6,Voiture,4,6,8,0,0,13.04,Bon
Ikram,Zebriquane,23,F,Lettres,L3,Technologique,2,0,71.9,4,10,5,8,11.31,2,1,1,0,0,0.6,Vélo/Marche,3,6,5,0,1,11.0,Moyen
Tova,Intwari,21,F,Sciences,L3,Général,4,0,57.6,5,11,2,9,10.09,2,1,1,0,0,2.6,Vélo/Marche,2,5,8,0,1,10.63,Moyen
Eric,Giraud,20,M,Mathematiques,L2,Technologique,2,0,98.9,2,6,3,12,11.96,1,1,1,0,0,18.2,Transport en commun,5,2,8,1,1,13.74,Bon
Mamadou,Khelouat,23,M,Informatique,M2,Général,1,0,75.8,2,0,3,8,11.28,1,0,0,1,20,19.6,Transport en commun,4,6,4,0,1,6.51,Faible
Mahamat,Laclau,19,M,Gestion,L1,Général,1,0,54.4,6,10,0,11,7.84,0,0,1,0,0,24.7,Voiture,5,5,6,1,1,7.74,Faible
Francoise,Monasse,20,F,Mathematiques,L2,Général,3,0,75.3,2,10,2,9,10.3,3,0,0,1,16,22.9,Voiture,3,5,7,0,0,9.45,Moyen
Mathieu,Abbes,19,M,Mathematiques,L1,Technologique,2,1,70.8,5,20,2,10,11.97,3,1,0,0,0,19.4,Transport en commun,4,5,7,1,1,12.91,Bon
Ayedi,Haddad,23,F,Droit,M1,Technologique,2,1,70.1,4,14,4,11,9.18,0,1,0,0,0,26.2,Voiture,4,5,7,0,1,14.13,Bon
Kenza,Kouleta,21,F,Sciences,L3,Général,3,1,83.2,3,9,4,6,12.85,1,0,0,1,25,15.4,Transport en commun,2,6,7,1,1,10.28,Moyen
Grace,Ahmat,22,F,Lettres,L2,Général,3,0,70.8,6,12,3,11,9.68,0,0,1,0,0,5.4,Transport en commun,5,5,5,0,1,11.08,Moyen
Abdoul,Traye Balezin,22,M,Gestion,L3,Professionnel,4,1,69.1,5,16,3,8,12.54,5,1,0,1,20,43.8,Voiture,0,8,6,0,1,12.05,Bon
Sara,Gakosso,22,F,Gestion,L2,Général,0,1,95.8,0,14,3,7,12.08,3,0,1,0,0,0.5,Vélo/Marche,4,7,6,1,1,11.34,Moyen
Kouaho,Attias,22,M,Lettres,M1,Général,2,0,46.2,7,19,2,11,12.52,1,1,1,1,8,8.2,Transport en commun,5,5,9,1,1,11.49,Moyen
Sandrine,Ahmat,20,F,Sciences,L2,Professionnel,3,0,73.2,3,7,2,8,5.67,2,1,1,1,8,23.5,Voiture,2,3,6,1,1,6.97,Faible
Lyes,Boudine-Mervillon,22,M,Sciences,L2,Technologique,3,0,88.9,2,16,3,10,14.97,1,1,1,1,25,10.0,Transport en commun,3,7,6,1,1,15.61,Excellent
Abdoul,Sossoumihen,25,M,Informatique,M2,Général,2,0,84.0,2,9,5,2,7.51,2,1,1,0,0,0.5,Vélo/Marche,3,5,6,1,1,7.01,Faible
Grace,Rakotonjanahary,21,F,Lettres,L1,Technologique,1,1,90.3,1,12,3,11,10.09,3,0,1,0,0,1.2,Vélo/Marche,4,5,10,1,1,14.23,Bon
Boussad,Montanary,20,M,Gestion,L1,Technologique,3,1,100.0,1,8,3,12,8.35,1,1,1,0,0,18.8,Transport en commun,4,3,8,0,0,15.21,Excellent
Omar,Lehie-Bi,21,M,Psychologie,L3,Général,2,0,100.0,0,10,3,9,11.07,4,1,1,0,0,60.3,Logement sur place,3,6,5,0,1,12.32,Bon
Dourra,Moudjalou mombo,25,F,Sciences,M2,Général,0,1,55.5,4,12,2,8,10.38,2,1,1,1,20,14.4,Transport en commun,4,10,8,0,0,7.22,Faible
Kenza,Martinez,20,F,Lettres,L2,Général,2,1,48.2,6,14,3,8,13.27,0,1,1,0,0,12.7,Transport en commun,2,4,5,1,1,10.27,Moyen
Taisir,Tobada,21,F,Informatique,L1,Professionnel,1,1,79.2,4,11,2,10,10.97,2,1,1,0,0,6.9,Transport en commun,2,7,7,1,0,9.52,Moyen
Khady,Coly,20,F,Sciences,L2,Technologique,1,0,52.3,6,0,2,8,9.31,2,1,1,1,8,5.3,Transport en commun,3,8,9,1,1,3.83,Faible
Syrine,Keita,21,F,Informatique,L2,Général,0,1,43.2,6,11,3,11,3.97,4,0,0,1,20,0.5,Vélo/Marche,4,4,3,0,1,3.37,Faible
Beni,Et touil mendez,19,M,Mathematiques,L1,Technologique,2,0,79.1,4,18,3,12,14.16,1,0,0,1,12,5.7,Transport en commun,2,0,5,0,0,12.99,Bon
Anas,Terkmani,23,M,Informatique,L3,Général,2,0,83.1,2,11,2,11,12.77,1,0,1,0,0,10.7,Transport en commun,4,7,7,1,1,13.43,Bon
Nicolas,Dushime,23,M,Sciences,M2,Général,2,0,100.0,0,18,3,9,14.32,2,1,0,0,0,4.0,Vélo/Marche,3,6,6,0,1,15.58,Excellent
Louange,Djokpo,21,F,Mathematiques,L2,Général,2,0,86.3,1,10,3,6,10.1,2,1,1,0,0,1.6,Vélo/Marche,4,6,7,1,1,11.3,Moyen
Naela,Nait mohamed,21,F,Gestion,L2,Général,3,1,100.0,1,3,3,8,12.16,1,0,0,0,0,22.8,Voiture,0,6,7,0,0,9.44,Moyen
Jonathan,Sossoumihen,20,M,Droit,L2,Technologique,1,0,79.7,3,9,4,9,8.32,5,0,1,0,0,40.5,Voiture,4,8,4,0,1,8.2,Moyen
Yacine,Dione,21,M,Mathematiques,L1,Général,1,0,55.8,6,8,2,6,7.97,1,1,1,1,25,49.7,Voiture,3,5,8,1,1,3.55,Faible
Leilath,Wu,23,F,Lettres,M1,Technologique,3,0,87.2,1,10,5,12,9.72,1,0,0,0,0,17.3,Transport en commun,5,10,4,0,1,12.38,Bon
Steph,Rakotonjanahary,21,M,Gestion,L2,Général,1,1,95.3,0,5,3,10,14.3,4,0,1,0,0,1.0,Vélo/Marche,4,7,7,0,1,14.82,Bon
Manal,Makila,20,F,Informatique,L2,Général,4,0,80.3,2,11,4,6,9.76,0,0,1,0,0,24.3,Voiture,4,8,6,1,1,10.38,Moyen
Lea,Kuzmenko,22,F,Psychologie,L3,Professionnel,3,1,97.2,4,9,3,5,10.59,1,0,1,0,0,2.1,Vélo/Marche,5,6,10,1,1,11.86,Moyen
Grace,Dagou,21,F,Informatique,L2,Général,2,0,72.0,5,17,1,11,11.72,2,1,1,0,0,19.9,Transport en commun,4,6,7,1,1,11.01,Moyen
